,Job Profile,Company,AvgSalary,MinSalary,MaxSalary,MinExperience,MaxExperience
821,Hospital Pharmacist,jsw-steel,241260,3.3070448732852826,12.01799581492676,0.0,7.0
822,Clinical Pharmacist,jsw-steel,265555,3.3070448732852826,12.01799581492676,0.0,7.0
823,Lab Technician,jsw-steel,264160,3.3070448732852826,12.01799581492676,0.0,5.0
824,Supervisor,jsw-steel,289416,3.3070448732852826,12.01799581492676,0.0,9.0
825,Nursing Staff,jsw-steel,305015,3.3070448732852826,12.01799581492676,2.0,15.0
826,Pharmacy Assistant,jsw-steel,261885,3.3070448732852826,12.01799581492676,0.0,5.0
827,Registered Nurse,jsw-steel,194535,3.3070448732852826,12.01799581492676,1.0,5.0
828,Medical Officer,jsw-steel,244075,3.3070448732852826,12.01799581492676,0.0,4.0
829,Associate Consultant,jsw-steel,768998,1.3,12.0,1.0,7.0
830,Senior Consultant,ashok-leyland,636669,3.0,12.1,1.0,7.0
831,Senior Software Engineer,ashok-leyland,1427135,4.0,26.5,4.0,14.0
832,Senior Analyst,ashok-leyland,623408,1.9,13.2,1.0,7.0
833,Process Associate,ashok-leyland,448931,1.0,7.5,1.0,5.0
834,Software Engineer,ashok-leyland,293304,1.2,5.0,1.0,6.0
835,Senior Associate,ashok-leyland,499248,2.1,9.9,0.0,5.0
836,Process Leader,ashok-leyland,405687,1.7,7.7,3.0,9.0
837,Software Developer,ashok-leyland,597528,2.6,10.1,4.0,12.0
838,Analyst,ashok-leyland,636548,2.3,13.0,0.0,7.0
839,Facility Executive,ashok-leyland,399616,2.0,5.0,0.0,3.0
840,Assistant Facility Manager,shapoorji-pallonji-group,409799,2.0,6.0,0.0,12.0
841,Shift Engineer,shapoorji-pallonji-group,655957,3.0,10.0,6.0,17.0
842,Facility Manager,shapoorji-pallonji-group,409356,2.0,5.7,3.0,10.0
843,Senior Analyst,shapoorji-pallonji-group,946026,3.6,15.0,7.0,21.0
844,Assistant Project Leader,shapoorji-pallonji-group,631765,3.0,10.5,3.0,8.0
845,Senior Facility Executive,shapoorji-pallonji-group,715973,3.9,10.0,1.0,13.0
846,Property Manager,shapoorji-pallonji-group,525143,3.0,7.5,5.0,13.0
847,Technical Executive,shapoorji-pallonji-group,851483,4.0,14.0,6.0,20.0
848,Analyst,shapoorji-pallonji-group,408850,2.2,6.2,0.0,11.0
849,Senior Analyst,shapoorji-pallonji-group,476866,2.6,7.5,0.0,5.0
850,Analyst,shriram-transport-finance,471897,1.9,7.2,1.0,10.0
851,Customer Service Associate,shriram-transport-finance,376249,1.9,5.8,1.0,7.0
852,Senior Customer Service Associate,shriram-transport-finance,242561,3.3070448732852826,12.01799581492676,0.0,5.0
853,Senior Associate,shriram-transport-finance,273373,3.3070448732852826,12.01799581492676,0.0,7.0
854,Customer Service Executive,shriram-transport-finance,381724,1.2,7.0,0.0,9.0
855,Team Lead,shriram-transport-finance,272954,3.3070448732852826,12.01799581492676,0.0,6.0
856,Senior Customer Service Executive,shriram-transport-finance,576571,1.1,10.5,3.0,15.0
857,Process Associate,shriram-transport-finance,318260,1.0,6.5,1.0,7.0
858,C.S.A,shriram-transport-finance,308076,1.2,4.5,1.0,5.0
859,Deputy Manager,shriram-transport-finance,224771,3.3070448732852826,12.01799581492676,0.0,4.0
860,Territory Sales Manager,aurobindo-pharma,1256052,6.4,20.0,1.0,14.0
861,Territory Service Manager,aurobindo-pharma,1149235,6.0,16.3,0.0,7.0
862,Team Manager,aurobindo-pharma,916197,3.8,14.5,0.0,9.0
863,Senior Engineer,aurobindo-pharma,979751,4.0,20.0,1.0,15.0
864,Sales Executive,aurobindo-pharma,936162,5.6,18.0,5.0,12.0
865,Territory Manager,aurobindo-pharma,178395,3.3070448732852826,12.01799581492676,0.0,5.0
866,DPT.Manager,aurobindo-pharma,1076060,6.0,15.5,1.0,8.0
867,Sales Manager,aurobindo-pharma,1119419,6.8,14.7,2.0,10.0
868,ITI Fitter,aurobindo-pharma,308247,3.3070448732852826,12.01799581492676,0.0,10.0
869,Technical Support Engineer,aurobindo-pharma,180963,3.3070448732852826,12.01799581492676,0.0,4.0
870,Process Associate,max-life-insurance,452021,1.5,9.9,0.0,8.0
871,Software Engineer,max-life-insurance,334285,1.1,6.0,0.0,7.0
872,Senior Process Associate,max-life-insurance,769011,1.8,25.0,0.0,6.0
873,Financial Analyst,max-life-insurance,435339,1.7,6.5,2.0,11.0
874,Technical Solutions Consultant,max-life-insurance,710757,1.1,21.0,1.0,13.0
875,Senior Software Engineer,max-life-insurance,961294,3.6,22.8,1.0,10.0
876,Software Developer,max-life-insurance,1648318,4.8,35.0,4.0,11.0
877,Financial Associate,max-life-insurance,972315,2.5,25.9,2.0,8.0
878,Technical Consultant,max-life-insurance,351019,1.4,6.4,0.0,7.0
879,Sales Executive,max-life-insurance,938863,3.4,27.5,0.0,10.0
880,Tele Marketing Executive,muthoot-finance,306098,1.0,6.5,0.0,8.0
881,Business Development Executive,muthoot-finance,255062,1.0,4.2,0.0,6.0
882,Certified Internet Consultant,muthoot-finance,316782,1.5,5.0,0.0,8.0
883,Team Lead,muthoot-finance,306507,1.0,4.8,0.0,9.0
884,Information Retrieval Officer,muthoot-finance,406608,2.0,7.5,1.0,11.0
885,Marketing Executive,muthoot-finance,241590,3.3070448732852826,12.01799581492676,0.0,6.0
886,Process Associate,muthoot-finance,296850,1.2,4.4,0.0,8.0
887,Sales Manager,muthoot-finance,258528,1.4,4.5,1.0,8.0
888,Tele Sales Executive,muthoot-finance,577035,2.4,9.0,3.0,12.0
889,Relationship Manager,muthoot-finance,246347,1.3,4.5,0.0,6.0
890,Senior Relationship Manager,vivo,307247,1.3,4.5,0.0,9.0
891,Executive Relationship Manager,vivo,310965,1.9,4.3,0.0,8.0
892,Business Sales Manager,vivo,354159,2.3,4.3,0.0,12.0
893,Senior Business Sales Manager,vivo,421408,2.5,6.5,0.0,11.0
894,Sales Manager,vivo,433533,3.3,5.5,3.0,12.0
895,Business Development Manager,vivo,312065,3.3070448732852826,12.01799581492676,0.0,8.0
896,Senior Sales Manager,vivo,424413,3.0,5.5,0.0,15.0
897,Executive Sales Manager,vivo,309395,2.2,4.3,0.0,8.0
898,Senior Business Development Manager,vivo,358628,2.4,5.0,1.0,10.0
899,Medical Coder,vivo,462668,3.3070448732852826,12.01799581492676,3.0,12.0
900,AR Associate,eclerx,389291,3.3070448732852826,12.01799581492676,0.0,6.0
901,Senior Medical Coder,eclerx,303454,3.3070448732852826,12.01799581492676,0.0,6.0
902,AR Executive,eclerx,495447,1.3,9.1,1.0,7.0
903,AR Caller,eclerx,320308,3.3070448732852826,12.01799581492676,0.0,5.0
904,Quality Control Analyst,eclerx,347600,3.3070448732852826,12.01799581492676,0.0,6.0
905,Senior Processing Executive,eclerx,508936,1.8,8.5,2.0,9.0
906,Senior AR Executive,eclerx,292415,3.3070448732852826,12.01799581492676,2.0,8.0
907,Senior Coder,eclerx,433196,1.7,7.9,0.0,6.0
908,Senior AR Caller,eclerx,448959,1.5,7.8,1.0,7.0
909,Design Engineer,eclerx,436676,1.6,6.2,1.0,6.0
910,Senior Design Engineer,oracle,560937,1.8,12.0,0.0,8.0
911,GIS Engineer,oracle,754153,3.1,12.5,4.0,11.0
912,Design Specialist,oracle,300426,1.0,5.2,0.0,7.0
913,Software Engineer,oracle,363941,1.4,6.0,0.0,8.0
914,Telecom Engineer,oracle,649011,1.7,15.2,0.0,6.0
915,Technical Lead,oracle,380551,1.5,7.5,0.0,8.0
916,Senior Software Engineer,oracle,1155003,5.0,23.0,7.0,13.0
917,Team Lead,oracle,1225683,3.5,25.0,3.0,9.0
918,Junior GIS Engineer,oracle,987043,4.5,18.5,8.0,16.0
919,Diploma Mechanical Engineer,oracle,222956,1.0,3.3,1.0,5.0
920,Trainee,zydus-cadila,227088,3.3070448732852826,12.01799581492676,1.0,5.0
921,Sales Executive,zydus-cadila,251352,3.3070448732852826,12.01799581492676,1.0,5.0
922,Hyundai Diploma Trainee,zydus-cadila,228304,3.3070448732852826,12.01799581492676,0.0,6.0
923,Diploma Trainee,zydus-cadila,266516,3.3070448732852826,12.01799581492676,1.0,5.0
924,Deputy Manager,zydus-cadila,235289,3.3070448732852826,12.01799581492676,2.0,5.0
925,Service Advisor,zydus-cadila,1429839,6.1,21.8,7.0,12.0
926,Research Engineer,zydus-cadila,263715,3.3070448732852826,12.01799581492676,0.0,6.0
927,Sales Consultant,zydus-cadila,873697,4.0,11.3,3.0,6.0
928,Area Sales Manager,zydus-cadila,213788,3.3070448732852826,12.01799581492676,0.0,8.0
929,Department Manager,zydus-cadila,1680720,10.0,24.0,4.0,13.0
930,Cashier,siemens,475005,2.6,7.2,0.0,13.0
931,Accounts Officer,siemens,155084,3.3070448732852826,12.01799581492676,0.0,6.0
932,Assistant Store Manager,siemens,285727,1.4,4.5,0.0,7.0
933,Purchase Officer,siemens,721148,4.0,10.0,3.0,15.0
934,GRN Officer,siemens,299129,1.0,5.8,1.0,10.0
935,Senior Officer HR,siemens,215501,3.3070448732852826,12.01799581492676,1.0,7.0
936,Cash Officer,siemens,384798,1.8,5.6,2.0,9.0
937,Trainee Department Manager,siemens,229100,3.3070448732852826,12.01799581492676,1.0,7.0
938,Senior Accounts Officer,siemens,338983,2.5,4.5,0.0,2.0
939,Deputy Manager,siemens,384293,2.1,5.0,4.0,10.0
940,Sales Executive,apollo-hospitals,673460,2.4,11.7,3.0,16.0
941,Jio Point Manager,apollo-hospitals,251902,3.3070448732852826,12.01799581492676,0.0,8.0
942,Network Engineer,apollo-hospitals,287926,2.0,4.0,0.0,8.0
943,Territory Sales Manager,apollo-hospitals,324936,3.3070448732852826,12.01799581492676,1.0,7.0
944,Fiber Engineer,apollo-hospitals,380940,1.8,6.4,2.0,10.0
945,Team Lead,apollo-hospitals,310480,1.0,5.6,0.0,8.0
946,Sales Manager,apollo-hospitals,326884,3.3070448732852826,12.01799581492676,3.0,8.0
947,Senior Sales Executive,apollo-hospitals,390720,1.1,9.1,2.0,10.0
948,Jio Point Assistant Manager,apollo-hospitals,307965,1.8,4.4,2.0,8.0
949,Sales Executive,apollo-hospitals,167023,1.0,3.2,0.0,4.0
950,Territory Sales Manager,mahindra-&-mahindra-financial-services,215566,3.3070448732852826,12.01799581492676,1.0,7.0
951,Trainee,mahindra-&-mahindra-financial-services,1192359,2.7,22.8,1.0,11.0
952,Territory Manager,mahindra-&-mahindra-financial-services,212374,3.3070448732852826,12.01799581492676,0.0,6.0
953,Deputy Manager,mahindra-&-mahindra-financial-services,1242577,2.6,22.0,3.0,12.0
954,Territory Service Manager,mahindra-&-mahindra-financial-services,1481841,7.5,21.0,3.0,14.0
955,Diploma Mechanical Engineer,mahindra-&-mahindra-financial-services,1237090,4.6,20.0,3.0,13.0
956,Diploma Trainee,mahindra-&-mahindra-financial-services,262303,3.3070448732852826,12.01799581492676,0.0,6.0
957,Production Engineer,mahindra-&-mahindra-financial-services,212655,3.3070448732852826,12.01799581492676,1.0,6.0
958,Neem Trainee,mahindra-&-mahindra-financial-services,356231,3.3070448732852826,12.01799581492676,1.0,7.0
959,Business Development Executive,mahindra-&-mahindra-financial-services,221384,3.3070448732852826,12.01799581492676,1.0,5.0
960,Inventory Executive,tata-projects,337005,2.0,4.8,0.0,7.0
961,Operations Controller,tata-projects,351028,1.5,5.1,1.0,10.0
962,Customer Service Executive,tata-projects,362457,2.2,5.5,2.0,10.0
963,Customer Support Executive,tata-projects,263169,1.0,4.0,0.0,6.0
964,Business Development Manager,tata-projects,254696,1.0,4.0,0.0,5.0
965,Shift Incharge,tata-projects,553718,3.0,8.0,3.0,11.0
966,Inventory Controller,tata-projects,352981,1.8,5.0,0.0,10.0
967,HR Executive,tata-projects,486404,2.3,7.2,3.0,11.0
968,Team Lead,tata-projects,386661,2.2,4.9,1.0,8.0
969,Senior Software Engineer,tata-projects,357370,3.3070448732852826,12.01799581492676,2.0,9.0
970,Senior Engineer,capgemini-technology-services-india-limited,1141680,4.8,20.0,3.0,10.0
971,Deputy Manager,capgemini-technology-services-india-limited,928510,3.0,22.0,0.0,10.0
972,Software Engineer,capgemini-technology-services-india-limited,1686974,8.4,23.0,6.0,17.0
973,Graduate Apprentice Trainee,capgemini-technology-services-india-limited,718133,3.6,13.5,1.0,5.0
974,Associate Software Engineer,capgemini-technology-services-india-limited,400078,3.3070448732852826,12.01799581492676,0.0,1.0
975,Quality Engineer,capgemini-technology-services-india-limited,622313,4.0,9.0,0.0,3.0
976,Trainee,capgemini-technology-services-india-limited,309043,1.3,8.0,0.0,5.0
977,Maintenance Engineer,capgemini-technology-services-india-limited,244366,3.3070448732852826,12.01799581492676,0.0,2.0
978,Production Engineer,capgemini-technology-services-india-limited,420174,3.3070448732852826,12.01799581492676,0.0,8.0
979,Business Development Manager,capgemini-technology-services-india-limited,342844,1.8,6.2,1.0,4.0
980,Demand Manager,jll,828057,2.5,14.0,1.0,12.0
981,Hotel Manager,jll,676312,2.7,9.0,0.0,10.0
982,Guest Relation Executive,jll,320459,1.0,10.0,1.0,9.0
983,Venue Manager,jll,217491,3.3070448732852826,12.01799581492676,0.0,6.0
984,Key Account Manager,jll,427113,1.1,6.2,0.0,6.0
985,Sales Manager,jll,744377,2.6,12.1,2.0,9.0
986,Area Business Manager,jll,650057,3.0,10.6,2.0,12.0
987,Area Supply Manager,jll,725453,3.5,9.5,5.0,12.0
988,Project Manager,jll,942792,4.2,17.0,3.0,9.0
989,Sales Executive,jll,939270,3.2,18.0,2.0,10.0
990,Relationship Manager,first-source,303819,3.3070448732852826,12.01799581492676,0.0,6.0
991,Senior Sales Executive,first-source,617790,3.0,9.3,1.0,11.0
992,Team Lead,first-source,370661,2.0,4.6,0.0,6.0
993,Client Servicing Executive,first-source,454397,2.3,8.7,1.0,8.0
994,Assistant Sales Manager,first-source,366389,2.0,5.8,0.0,3.0
995,Sales Manager,first-source,441072,2.7,6.0,2.0,7.0
996,Client Acquisition Executive,first-source,490184,2.2,7.2,1.0,10.0
997,Assistant Product Manager,first-source,346958,2.1,4.7,0.0,4.0
998,Business Development Executive,first-source,1286644,5.0,20.0,0.0,4.0
999,Junior Assistant,first-source,320363,1.5,5.0,0.0,5.0
1000,Branch Head,hero-motocorp,210902,3.3070448732852826,12.01799581492676,0.0,6.0
1001,Assistant Branch Head,hero-motocorp,314396,3.3070448732852826,12.01799581492676,0.0,8.0
1002,Branch Manager,hero-motocorp,249324,3.3070448732852826,12.01799581492676,0.0,5.0
1003,Junior Officer,hero-motocorp,341204,1.1,7.2,1.0,7.0
1004,Senior Assistant,hero-motocorp,274188,1.0,4.8,0.0,6.0
1005,Relationship Officer,hero-motocorp,244748,1.2,3.5,0.0,6.0
1006,Assistant Branch Manager,hero-motocorp,271185,1.1,4.2,0.0,6.0
1007,Area Manager,hero-motocorp,220712,1.0,4.0,0.0,4.0
1008,Relationship Executive,hero-motocorp,498978,2.6,6.5,5.0,10.0
1009,Associate Consultant,hero-motocorp,213530,1.0,3.5,0.0,2.0
1010,Software Engineer,hewlett-packard-enterprise,718167,2.0,17.5,0.0,9.0
1011,Senior Associate,hewlett-packard-enterprise,624347,2.0,20.1,1.0,6.0
1012,Senior Consultant,hewlett-packard-enterprise,400732,1.8,6.5,1.0,9.0
1013,Financial Analyst,hewlett-packard-enterprise,2283022,9.5,36.0,7.0,19.0
1014,Software Developer,hewlett-packard-enterprise,297731,1.5,4.5,0.0,5.0
1015,Softwaretest Engineer,hewlett-packard-enterprise,650905,2.3,14.0,1.0,6.0
1016,Project Lead,hewlett-packard-enterprise,427981,2.5,8.1,1.0,4.0
1017,Team Lead,hewlett-packard-enterprise,1242506,5.0,21.5,6.0,15.0
1018,Senior Software Engineer,hewlett-packard-enterprise,640603,2.5,12.5,4.0,14.0
1019,Customer Service Associate,hewlett-packard-enterprise,1298012,3.8,26.0,3.0,9.0
1020,Customer Service Executive,justdial,210494,3.3070448732852826,12.01799581492676,0.0,5.0
1021,Senior Customer Service Executive,justdial,194093,3.3070448732852826,12.01799581492676,0.0,6.0
1022,Team Lead,justdial,272246,1.1,5.6,2.0,8.0
1023,Customer Care Executive,justdial,419962,1.7,10.9,3.0,13.0
1024,Team Lead Operations,justdial,215314,3.3070448732852826,12.01799581492676,0.0,6.0
1025,Quality Analyst,justdial,384513,1.4,6.8,2.0,13.0
1026,Analyst,justdial,284594,1.0,5.0,0.0,10.0
1027,Senior Accounts Executive,justdial,221527,1.0,4.0,0.0,5.0
1028,Business Development Executive,justdial,266060,1.2,4.6,1.0,7.0
1029,Team Lead,justdial,304692,1.3,4.2,0.0,7.0
1030,Department Manager,bajaj-allianz-life-insurance,229262,3.3070448732852826,12.01799581492676,2.0,11.0
1031,Team Member,bajaj-allianz-life-insurance,402854,2.0,7.0,6.0,15.0
1032,Store Manager,bajaj-allianz-life-insurance,167917,3.3070448732852826,12.01799581492676,0.0,8.0
1033,Cashier,bajaj-allianz-life-insurance,433197,2.0,15.0,5.0,14.0
1034,Retail Store Manager,bajaj-allianz-life-insurance,170728,3.3070448732852826,12.01799581492676,0.0,5.0
1035,Assistant Department Manager,bajaj-allianz-life-insurance,489034,2.0,10.5,5.0,15.0
1036,Sales Executive,bajaj-allianz-life-insurance,330147,1.3,4.4,2.0,12.0
1037,Deputy Manager,bajaj-allianz-life-insurance,205918,3.3070448732852826,12.01799581492676,2.0,8.0
1038,Fashion Consultant,bajaj-allianz-life-insurance,949982,2.9,18.2,3.0,16.0
1039,Analyst,bajaj-allianz-life-insurance,192347,3.3070448732852826,12.01799581492676,0.0,6.0
1040,Senior Analyst,omega-healthcare,583020,2.0,10.7,0.0,10.0
1041,Operations Executive,omega-healthcare,776469,2.8,19.5,0.0,13.0
1042,Financial Analyst,omega-healthcare,382629,1.4,8.0,1.0,7.0
1043,Technical Lead,omega-healthcare,516511,1.6,11.2,0.0,8.0
1044,Application Developer,omega-healthcare,1643162,4.0,26.0,7.0,13.0
1045,Senior Process Associate,omega-healthcare,380288,2.8,6.1,0.0,3.0
1046,Team Lead,omega-healthcare,567220,2.9,8.7,3.0,8.0
1047,Lead Analyst,omega-healthcare,1108339,4.5,22.0,6.0,14.0
1048,Senior Representative,omega-healthcare,1508027,5.3,25.0,3.0,14.0
1049,Junior Shop Manager,omega-healthcare,693980,3.5,9.5,2.0,11.0
1050,Junior Manager,cyient,528503,1.7,9.0,2.0,12.0
1051,Diploma Trainee Engineer,cyient,632729,2.0,10.1,3.0,14.0
1052,Service Engineer,cyient,202248,1.2,2.8,0.0,3.0
1053,Design Engineer,cyient,445488,3.3070448732852826,12.01799581492676,1.0,12.0
1054,Executive Manager,cyient,446967,2.1,8.0,1.0,7.0
1055,Product Design Engineer,cyient,2135528,12.5,27.2,9.0,15.0
1056,Deputy General Manager,cyient,796003,1.8,15.6,3.0,8.0
1057,Junior Shop Manager 2,cyient,2842050,16.0,36.0,10.0,21.0
1058,Trainee,cyient,668284,4.2,9.3,4.0,14.0
1059,Senior Software Engineer,cyient,204076,3.3070448732852826,12.01799581492676,0.0,2.0
1060,Software Engineer,megha-engineering-&-infrastructures,1135692,4.0,23.0,2.0,9.0
1061,Senior Engineer,megha-engineering-&-infrastructures,766709,3.0,14.0,0.0,6.0
1062,Associate Software Engineer,megha-engineering-&-infrastructures,1185024,3.2,21.0,1.0,9.0
1063,Software Developer,megha-engineering-&-infrastructures,716094,3.0,12.2,0.0,5.0
1064,Technical Specialist,megha-engineering-&-infrastructures,809608,2.6,14.0,1.0,5.0
1065,Associate Project Manager,megha-engineering-&-infrastructures,1852609,8.5,27.4,5.0,12.0
1066,Project Manager,megha-engineering-&-infrastructures,1593748,7.8,22.3,6.0,16.0
1067,Embedded Software Engineer,megha-engineering-&-infrastructures,2251147,7.4,34.0,9.0,17.0
1068,Senior Associate Consultant,megha-engineering-&-infrastructures,695100,3.0,15.6,0.0,5.0
1069,Senior Associate,megha-engineering-&-infrastructures,1383131,6.0,24.0,3.0,7.0
1070,Senior Analyst,l&t-construction,270761,1.0,7.0,1.0,8.0
1071,Team Lead,l&t-construction,506198,1.2,8.4,2.0,11.0
1072,Analyst,l&t-construction,488552,1.9,9.3,3.0,12.0
1073,Senior Officer,l&t-construction,331252,1.1,5.7,1.0,6.0
1074,Process Associate,l&t-construction,351163,2.0,4.8,3.0,7.0
1075,Team Lead Operations,l&t-construction,202480,1.0,3.6,0.0,4.0
1076,Quality Analyst,l&t-construction,418627,2.0,7.5,3.0,12.0
1077,Associate Analyst,l&t-construction,259182,1.1,6.0,2.0,7.0
1078,Officer,l&t-construction,255669,1.6,4.1,0.0,3.0
1079,Drug Safety Associate,l&t-construction,228594,1.2,3.5,0.0,5.0
1080,Operations Specialist,hyundai-motor,406421,1.1,6.4,0.0,4.0
1081,Associate Consultant,hyundai-motor,731338,2.0,10.5,2.0,8.0
1082,Clinical Data Specialist,hyundai-motor,1056776,4.9,18.3,0.0,8.0
1083,Software Engineer,hyundai-motor,806720,3.0,11.0,2.0,7.0
1084,Software Developer,hyundai-motor,848545,3.0,16.0,2.0,6.0
1085,Senior Software Engineer,hyundai-motor,1019549,3.5,19.0,1.0,7.0
1086,Operations Specialist 1,hyundai-motor,1998155,6.5,34.5,5.0,10.0
1087,Senior Software Developer,hyundai-motor,708152,3.3,9.1,2.0,7.0
1088,Analyst,hyundai-motor,2005687,8.0,31.0,4.0,10.0
1089,Senior Software Engineer,hyundai-motor,926689,3.0,15.0,0.0,3.0
1090,Technical Analyst,d-mart,1413142,2.8,50.5,2.0,9.0
1091,Senior Test Engineer,d-mart,2280672,5.7,38.0,5.0,13.0
1092,Software Engineer,d-mart,1016041,2.3,20.0,2.0,9.0
1093,Technology Specialist,d-mart,555473,2.2,10.0,0.0,5.0
1094,Software Developer,d-mart,2408353,7.7,40.0,6.0,16.0
1095,Senior Associate,d-mart,579561,2.0,17.0,0.0,5.0
1096,Senior Software Developer,d-mart,841494,2.5,23.4,2.0,9.0
1097,Test Analyst,d-mart,1428574,3.7,35.0,3.0,8.0
1098,Team Member,d-mart,1704423,5.7,29.0,5.0,12.0
1099,Software Developer,d-mart,329292,1.8,5.0,1.0,6.0
1100,Software Engineer,reliance-communications,1045630,3.2,21.0,0.0,7.0
1101,Softwaretest Engineer,reliance-communications,896387,3.0,18.5,0.0,6.0
1102,Functional Test Engineer,reliance-communications,653626,2.0,15.1,0.0,5.0
1103,Associate Software Engineer,reliance-communications,735436,3.6,13.7,0.0,6.0
1104,RF Engineer,reliance-communications,582397,2.5,9.0,0.0,2.0
1105,Software Development Specialist,reliance-communications,748124,2.0,16.0,0.0,10.0
1106,Technology Integration Engineer,reliance-communications,2143527,9.3,30.0,6.0,11.0
1107,Software Support Engineer,reliance-communications,1066822,3.4,20.0,1.0,8.0
1108,System Analyst,reliance-communications,769814,3.2,14.0,0.0,7.0
1109,Sales Manager,reliance-communications,894777,2.5,18.7,0.0,6.0
1110,Branch Credit Manager,tvs-motor,467746,1.4,10.0,1.0,13.0
1111,Credit Manager,tvs-motor,461550,1.9,11.1,0.0,10.0
1112,Branch Sales Manager,tvs-motor,572554,1.7,12.4,1.0,12.0
1113,Relationship Manager,tvs-motor,591316,2.4,9.1,4.0,12.0
1114,Branch Manager,tvs-motor,380070,2.0,6.6,0.0,10.0
1115,Branch Collection Incharge,tvs-motor,869703,2.2,15.1,6.0,19.0
1116,Individual Relationship Officer,tvs-motor,307559,1.9,4.5,2.0,8.0
1117,Transaction Officer,tvs-motor,235679,1.1,3.4,1.0,6.0
1118,Collections Manager,tvs-motor,238079,1.3,3.4,0.0,6.0
1119,Deputy Manager,tvs-motor,434643,2.0,8.4,3.0,10.0
1120,Senior Engineer,bigbasket,812910,3.2,14.0,0.0,14.0
1121,Quality Engineer,bigbasket,597893,3.4,12.0,0.0,10.0
1122,Deputy General Manager,bigbasket,241624,1.0,5.1,0.0,4.0
1123,Design Engineer,bigbasket,2779923,15.0,40.0,9.0,20.0
1124,Project Engineer,bigbasket,515590,3.3070448732852826,12.01799581492676,1.0,7.0
1125,Senior Design Engineer,bigbasket,477414,3.0,7.7,1.0,6.0
1126,Lead Engineer,bigbasket,1314329,4.5,26.5,4.0,11.0
1127,Production Engineer,bigbasket,941184,5.1,20.0,7.0,13.0
1128,Test Engineer,bigbasket,329164,3.3070448732852826,12.01799581492676,0.0,7.0
1129,Associate Staff Engineer,bigbasket,275467,1.0,8.1,0.0,3.0
1130,Senior Engineer,bosch,2164223,6.5,33.0,4.0,9.0
1131,Staff Engineer,bosch,1570983,4.0,28.5,2.0,6.0
1132,Associate Lead Technology,bosch,2699705,10.0,40.0,5.0,12.0
1133,Senior Associate,bosch,1904042,7.0,30.0,6.0,10.0
1134,Senior Software Engineer,bosch,907926,3.0,16.4,2.0,6.0
1135,Senior Associate Technology L1,bosch,1797396,6.1,31.2,2.0,7.0
1136,Associate Engineer,bosch,1203450,4.7,16.5,3.0,6.0
1137,Tech Lead,bosch,442429,2.6,6.5,0.0,2.0
1138,Associate Lead,bosch,2606253,11.5,35.0,7.0,12.0
1139,Sales Executive,bosch,1736795,6.1,28.5,5.0,10.0
1140,Samsung experience Consultant,oyo-rooms,304333,3.3070448732852826,12.01799581492676,0.0,13.0
1141,Software Engineer,oyo-rooms,284587,3.3070448732852826,12.01799581492676,1.0,12.0
1142,Sales Promoter,oyo-rooms,1389966,1.1,29.0,0.0,4.0
1143,Area Business Manager,oyo-rooms,212141,3.3070448732852826,12.01799581492676,0.0,7.0
1144,Area Sales Manager,oyo-rooms,2020326,8.3,31.0,1.0,13.0
1145,Promoter,oyo-rooms,1266630,2.3,30.9,5.0,15.0
1146,Lead Engineer,oyo-rooms,224663,3.3070448732852826,12.01799581492676,0.0,8.0
1147,Team Lead,oyo-rooms,2007753,7.2,40.0,4.0,10.0
1148,Senior Software Engineer,oyo-rooms,350089,1.0,8.5,1.0,11.0
1149,Facility Executive,oyo-rooms,2091748,1.0,32.0,1.0,4.0
1150,Assistant Facility Manager,indiamart-intermesh,385278,2.1,5.5,0.0,14.0
1151,Facility Manager,indiamart-intermesh,628814,3.0,10.2,6.0,15.0
1152,Senior Project Coordinator,indiamart-intermesh,851979,3.7,13.5,8.0,22.0
1153,Deputy Manager,indiamart-intermesh,544668,3.3,8.0,3.0,10.0
1154,Project Coordinator,indiamart-intermesh,786337,4.0,12.1,6.0,16.0
1155,Senior Facility Executive,indiamart-intermesh,443882,2.0,7.0,2.0,7.0
1156,Project Manager,indiamart-intermesh,496812,3.1,7.6,5.0,13.0
1157,Facility Executive - Technical,indiamart-intermesh,1011829,6.0,16.0,4.0,18.0
1158,Assistant General Manager,indiamart-intermesh,416605,2.8,5.6,4.0,9.0
1159,Associate Analyst,indiamart-intermesh,1645178,8.4,27.0,6.0,20.0
1160,Senior Software Engineer,manappuram-finance,249568,1.0,8.0,0.0,4.0
1161,Analyst,manappuram-finance,1182502,4.0,30.0,2.0,7.0
1162,Software Engineer,manappuram-finance,251327,1.1,4.4,0.0,4.0
1163,Associate Consultant,manappuram-finance,760301,3.1,16.0,0.0,5.0
1164,Senior Analyst,manappuram-finance,1865359,6.2,34.0,5.0,10.0
1165,Data Analyst,manappuram-finance,320218,1.7,6.8,1.0,7.0
1166,Senior Test Engineer,manappuram-finance,280477,1.5,6.0,0.0,4.0
1167,Associate Software Engineer,manappuram-finance,1056318,4.8,19.3,3.0,7.0
1168,Software Developer,manappuram-finance,478918,3.0,8.3,0.0,2.0
1169,Senior Consultant,manappuram-finance,700336,3.1,15.5,1.0,4.0
1170,Associate Consultant,atos-syntel,1554944,4.1,29.0,3.0,12.0
1171,Lead Consultant,atos-syntel,866227,2.6,18.5,1.0,6.0
1172,Software Engineer,atos-syntel,1994267,7.0,32.0,5.0,15.0
