,Job Profile,Company,AvgSalary,MinSalary,MaxSalary,MinExperience,MaxExperience
1173,Associate Engineer,atos-syntel,669185,2.4,12.5,0.0,6.0
1174,Associate Software Engineer,atos-syntel,486431,2.3,6.6,0.0,3.0
1175,Technology Consultant,atos-syntel,513666,2.0,8.2,0.0,4.0
1176,Senior Software Engineer,atos-syntel,1355696,5.1,26.0,3.0,7.0
1177,Software Developer,atos-syntel,1246149,3.0,25.0,2.0,9.0
1178,Softwaretest Engineer,atos-syntel,783614,2.7,19.0,0.0,6.0
1179,Quality Engineer,atos-syntel,492930,2.4,9.0,1.0,5.0
1180,Junior Executive,intelenet-global-services,294073,3.3070448732852826,12.01799581492676,0.0,7.0
1181,Production Engineer,intelenet-global-services,310905,1.2,4.8,1.0,8.0
1182,Executive Engineer,intelenet-global-services,326485,3.3070448732852826,12.01799581492676,0.0,7.0
1183,Junior Engineer,intelenet-global-services,390461,1.7,5.5,0.0,8.0
1184,Quality Inspector,intelenet-global-services,282452,1.1,4.8,1.0,6.0
1185,Senior Engineer,intelenet-global-services,212393,1.0,10.1,0.0,6.0
1186,Executive Production,intelenet-global-services,561266,3.1,7.6,4.0,12.0
1187,Deputy Manager,intelenet-global-services,399256,2.0,5.0,2.0,8.0
1188,Senior Software Engineer,intelenet-global-services,274640,1.0,4.0,0.0,1.0
1189,Software Engineer,intelenet-global-services,1073405,6.3,16.0,10.0,18.0
1190,Principal Software Engineer,future-group,1899622,4.8,31.5,4.0,13.0
1191,Senior Analyst,future-group,986528,2.8,23.0,1.0,7.0
1192,Software Engineer2,future-group,2904258,13.5,43.7,8.0,18.0
1193,Technical Support Engineer,future-group,1177893,3.6,18.0,2.0,11.0
1194,Analyst,future-group,1416013,7.0,20.0,1.0,8.0
1195,Senior Technician,future-group,671915,2.3,15.0,1.0,10.0
1196,Software Developer,future-group,699417,3.0,12.0,1.0,11.0
1197,Senior Associate,future-group,580931,4.0,7.0,0.0,6.0
1198,Supervisor,future-group,809044,2.4,16.0,1.0,6.0
1199,Operations Executive,future-group,489529,1.8,7.1,1.0,7.0
1200,Operation Supervisor,sbi-cards-&-payment-services,214112,3.3070448732852826,12.01799581492676,0.0,8.0
1201,Delivery Boy,sbi-cards-&-payment-services,305468,1.0,5.1,0.0,10.0
1202,IT Executive,sbi-cards-&-payment-services,216389,1.0,3.5,0.0,6.0
1203,Cluster Head,sbi-cards-&-payment-services,161481,3.3070448732852826,12.01799581492676,0.0,5.0
1204,Service Supervisor,sbi-cards-&-payment-services,338272,2.0,4.1,2.0,10.0
1205,DC Head,sbi-cards-&-payment-services,431475,1.8,6.0,3.0,11.0
1206,Field Executive,sbi-cards-&-payment-services,240845,1.0,4.3,1.0,8.0
1207,Customer Service Executive,sbi-cards-&-payment-services,322403,1.6,4.8,2.0,9.0
1208,Deputy Manager,sbi-cards-&-payment-services,189228,3.3070448732852826,12.01799581492676,0.0,5.0
1209,Branch Manager,sbi-cards-&-payment-services,262662,1.0,5.4,0.0,8.0
1210,Chief Manager,bny-mellon,1471512,3.3070448732852826,12.01799581492676,3.0,14.0
1211,Branch Relationship Executive,bny-mellon,1651055,3.3070448732852826,12.01799581492676,4.0,15.0
1212,Relationship Manager,bny-mellon,2668334,1.0,60.0,10.0,25.0
1213,Sales Executive,bny-mellon,241350,3.3070448732852826,12.01799581492676,0.0,5.0
1214,Assistant General Manager,bny-mellon,1082934,2.5,29.5,4.0,14.0
1215,Probationary Officer,bny-mellon,200532,3.3070448732852826,12.01799581492676,0.0,4.0
1216,Assistant Vice President,bny-mellon,2928332,1.0,48.0,16.0,31.0
1217,DPT.Manager,bny-mellon,949482,4.5,15.0,1.0,5.0
1218,Line Engineer,bny-mellon,1037609,6.0,23.0,5.0,10.0
1219,Company Trainee,bny-mellon,1162310,3.2,17.1,3.0,10.0
1220,Area Sales Manager,cummins,422677,1.1,10.0,0.0,12.0
1221,Diploma Trainee Engineer,cummins,209020,1.2,3.5,1.0,3.0
1222,Area Service Manager,cummins,2544915,9.0,34.0,1.0,14.0
1223,DTE,cummins,160498,3.3070448732852826,12.01799581492676,0.0,2.0
1224,Sales Executive,cummins,1715651,6.3,29.0,0.0,15.0
1225,Sales Officer,cummins,183127,1.0,10.1,0.0,3.0
1226,Sales Manager,cummins,168215,3.3070448732852826,12.01799581492676,1.0,7.0
1227,Design Engineer,cummins,388001,1.7,7.4,0.0,11.0
1228,Delivery Boy,cummins,1271028,1.0,35.3,2.0,17.0
1229,Fleet Manager,cummins,674934,1.4,12.0,1.0,12.0
1230,Sales Manager,bosch-global-software-technologies,212551,3.3070448732852826,12.01799581492676,0.0,12.0
1231,Assistant Store Manager,bosch-global-software-technologies,392521,2.5,5.3,0.0,10.0
1232,Senior Sales Manager,bosch-global-software-technologies,589785,2.1,9.0,1.0,9.0
1233,Key Account Manager,bosch-global-software-technologies,290804,1.2,4.6,0.0,8.0
1234,MIS Executive,bosch-global-software-technologies,773060,5.0,10.0,1.0,8.0
1235,Store Manager,bosch-global-software-technologies,944024,4.2,12.0,2.0,8.0
1236,Onboarding Executive,bosch-global-software-technologies,363011,1.6,5.4,0.0,4.0
1237,Delivery Executive,bosch-global-software-technologies,363872,2.4,5.4,1.0,10.0
1238,Sales Officer,bosch-global-software-technologies,352546,1.4,5.0,0.0,6.0
1239,Business Development Officer,bosch-global-software-technologies,233410,3.3070448732852826,12.01799581492676,0.0,6.0
1240,Credit Officer,ust,262888,3.3070448732852826,12.01799581492676,0.0,7.0
1241,Branch Manager,ust,283411,1.1,4.4,0.0,6.0
1242,Customer Service Officer,ust,277298,1.2,4.4,0.0,8.0
1243,Deputy Manager,ust,735872,2.1,17.0,5.0,15.0
1244,Brach Operation Manager,ust,263855,1.0,5.0,0.0,7.0
1245,Assistant Branch Manager,ust,497961,1.8,7.3,4.0,13.0
1246,Relationship Manager,ust,598159,2.5,8.5,4.0,12.0
1247,Branch Head,ust,349913,1.7,5.0,3.0,10.0
1248,Officer,ust,287198,1.0,8.5,0.0,7.0
1249,Senior Chemist,ust,831819,2.8,15.0,8.0,18.0
1250,Senior Associate,wipro-bps,553220,2.5,8.4,1.0,11.0
1251,Deputy Manager,wipro-bps,401406,2.1,6.2,2.0,7.0
1252,Team Lead,wipro-bps,518192,3.0,7.2,1.0,8.0
1253,Senior Team Leader,wipro-bps,1327819,7.0,19.0,8.0,16.0
1254,Senior Engineer,wipro-bps,1068155,6.4,14.6,7.0,13.0
1255,Chemist,wipro-bps,1390188,8.0,18.0,8.0,16.0
1256,Apprentice,wipro-bps,592691,3.8,7.8,4.0,9.0
1257,Trainee,wipro-bps,310936,1.5,4.9,1.0,6.0
1258,Assistant Engineer,wipro-bps,157536,3.3070448732852826,12.01799581492676,0.0,1.0
1259,Production Engineer,wipro-bps,205941,1.0,3.2,0.0,2.0
1260,Senior Engineer,iqvia,281820,3.3070448732852826,12.01799581492676,1.0,7.0
1261,Quality Engineer,iqvia,344018,3.3070448732852826,12.01799581492676,1.0,7.0
1262,Section Manager,iqvia,516996,2.4,8.5,4.0,10.0
1263,Design Engineer,iqvia,280507,1.2,6.0,0.0,6.0
1264,Quality Inspector,iqvia,1122108,6.5,16.0,9.0,15.0
1265,Senior Production Engineer,iqvia,336857,1.4,5.8,0.0,6.0
1266,Deputy Manager,iqvia,176133,3.3070448732852826,12.01799581492676,0.0,5.0
1267,Junior Engineer,iqvia,528026,3.4,7.2,4.0,9.0
1268,Senior Engineer,iqvia,1353428,8.2,19.3,10.0,17.0
1269,Project Engineer,iqvia,223117,1.0,4.6,0.0,6.0
1270,Safety Officer,coforge,874346,4.0,13.0,5.0,14.0
1271,Civil Engineer,coforge,631252,3.0,9.0,1.0,11.0
1272,Project Manager,coforge,492610,2.0,9.6,2.0,11.0
1273,Site Engineer,coforge,556051,1.3,9.6,2.0,10.0
1274,Safety Engineer,coforge,1981607,7.5,40.5,11.0,20.0
1275,Commercial Officer,coforge,403025,1.8,8.2,1.0,8.0
1276,Store Officer,coforge,482129,2.7,9.0,0.0,7.0
1277,Assistant Engineer,coforge,643757,3.5,8.9,7.0,15.0
1278,Junior Engineer,coforge,560110,3.0,8.5,4.0,16.0
1279,Assistant Engineer,coforge,407634,2.4,6.1,2.0,6.0
1280,Junior Engineer Civil,amdocs,351453,1.0,6.2,0.0,8.0
1281,Senior Engineer,amdocs,523728,2.6,7.6,3.0,11.0
1282,Assistant Engineer - Civil,amdocs,375776,1.5,6.1,2.0,8.0
1283,Civil Site Engineer,amdocs,712084,4.3,10.1,7.0,15.0
1284,Store Officer,amdocs,540755,3.2,7.5,4.0,11.0
1285,Deputy Project Manager,amdocs,375737,1.4,7.5,1.0,8.0
1286,Civil Engineer,amdocs,449590,2.6,6.0,7.0,15.0
1287,Team Lead,amdocs,1009614,6.2,15.0,10.0,21.0
1288,Delivery Boy,amdocs,392957,1.7,7.4,1.0,8.0
1289,Data Entry Operator,amdocs,240637,1.1,3.5,0.0,4.0
1290,Team Lead Operations,fullerton-india,287227,3.3070448732852826,12.01799581492676,0.0,9.0
1291,Operations Executive,fullerton-india,192372,3.3070448732852826,12.01799581492676,0.0,6.0
1292,HUB Incharge,fullerton-india,208467,3.3070448732852826,12.01799581492676,0.0,5.0
1293,Supervisor,fullerton-india,356942,1.1,7.8,1.0,7.0
1294,Delivery Executive,fullerton-india,330159,1.0,5.5,1.0,8.0
1295,Field Executive,fullerton-india,520924,2.0,8.6,1.0,12.0
1296,Senior Assistant,fullerton-india,249523,1.1,4.5,0.0,6.0
1297,Business Development Manager,fullerton-india,215466,3.3070448732852826,12.01799581492676,0.0,6.0
1298,Senior Business Development Executive,fullerton-india,216922,3.3070448732852826,12.01799581492676,1.0,7.0
1299,Senior Associate,fullerton-india,196859,3.3070448732852826,12.01799581492676,0.0,5.0
1300,Agency Manager,schneider-electric,436080,1.6,7.7,0.0,12.0
1301,Senior Business Development Manager,schneider-electric,398834,2.3,5.5,2.0,10.0
1302,Business Development Executive,schneider-electric,390046,1.9,5.8,0.0,12.0
1303,Area Manager,schneider-electric,370511,2.5,5.0,0.0,15.0
1304,Sr. BDE,schneider-electric,571221,2.9,8.9,4.0,14.0
1305,Unit Manager,schneider-electric,295889,2.0,4.3,0.0,6.0
1306,Insurance Adviser,schneider-electric,873163,4.6,13.6,7.0,18.0
1307,Store Manager,schneider-electric,393203,2.8,5.0,0.0,9.0
1308,Assistant Store Manager,schneider-electric,294699,2.0,4.5,1.0,10.0
1309,Department Manager,schneider-electric,249093,3.3070448732852826,12.01799581492676,0.0,6.0
1310,Retail Store Manager,icici-lombard-general-insurance-company,555237,2.0,10.6,2.0,16.0
1311,Sales Executive,icici-lombard-general-insurance-company,412107,1.6,7.4,0.0,9.0
1312,Fashion Assistant,icici-lombard-general-insurance-company,404291,2.0,5.5,0.0,10.0
1313,Customer Care Associate,icici-lombard-general-insurance-company,620887,2.0,10.2,6.0,15.0
1314,Deputy Manager,icici-lombard-general-insurance-company,429237,3.3070448732852826,12.01799581492676,1.0,11.0
1315,Head Cashier,icici-lombard-general-insurance-company,156743,1.0,3.2,0.0,6.0
1316,Area Business Manager,icici-lombard-general-insurance-company,191931,3.3070448732852826,12.01799581492676,0.0,7.0
1317,Customer Service Executive,icici-lombard-general-insurance-company,993904,4.9,14.5,5.0,15.0
1318,Branch Manager,icici-lombard-general-insurance-company,290430,1.1,4.5,2.0,8.0
1319,Branch Incharge,icici-lombard-general-insurance-company,1308585,4.8,22.0,3.0,15.0
1320,Assistant Branch Manager,nagarro,213115,3.3070448732852826,12.01799581492676,0.0,10.0
1321,Senior Branch Manager,nagarro,407171,1.2,6.5,1.0,17.0
1322,Area Manager,nagarro,244552,3.3070448732852826,12.01799581492676,0.0,8.0
1323,Credit Officer,nagarro,270579,1.2,4.0,3.0,8.0
1324,Joint Custodian,nagarro,487978,2.8,6.0,8.0,18.0
1325,Sales Executive,nagarro,732341,2.9,9.5,10.0,18.0
1326,Internal Auditor,nagarro,278826,1.3,4.3,0.0,6.0
1327,Claims Associate,nagarro,205406,1.0,3.2,0.0,4.0
1328,Senior Software Engineer,nagarro,239791,1.1,3.5,1.0,6.0
1329,Software Engineer,nagarro,252243,1.5,3.8,1.0,7.0
1330,Senior Claims Associate,samsung,306210,1.6,4.6,0.0,6.0
1331,Medical Coder,samsung,1923040,5.7,31.0,2.0,12.0
1332,Data Analyst,samsung,1170460,3.0,22.9,0.0,7.0
1333,Senior Associate,samsung,412272,2.1,6.3,1.0,9.0
1334,Associate Software Engineer,samsung,392487,3.3070448732852826,12.01799581492676,0.0,5.0
1335,Pharmacy Benefit Analyst,samsung,1590701,3.5,25.3,2.0,10.0
1336,Clinical Investigator,samsung,418015,2.2,5.5,2.0,8.0
1337,Trainee,samsung,814674,3.6,17.0,0.0,3.0
1338,Deputy Manager,samsung,312536,1.8,4.4,0.0,6.0
1339,Store Executive,samsung,408133,2.0,5.8,1.0,5.0
1340,Sales Executive,cbre,225067,3.3070448732852826,12.01799581492676,0.0,5.0
1341,Senior Engineer,cbre,1435924,8.5,20.2,8.0,17.0
1342,Sales Manager,cbre,258083,3.3070448732852826,12.01799581492676,1.0,8.0
1343,Area Service Manager,cbre,214651,3.3070448732852826,12.01799581492676,0.0,6.0
1344,Area Sales Manager,cbre,729595,4.1,10.2,4.0,14.0
1345,Service Advisor,cbre,319939,3.3070448732852826,12.01799581492676,1.0,10.0
1346,Production Engineer,cbre,1282641,5.0,19.0,6.0,16.0
1347,Network Engineer,cbre,1294589,5.3,19.8,6.0,15.0
1348,Associate Engineer,cbre,183716,3.3070448732852826,12.01799581492676,0.0,6.0
1349,Customer Service Executive,cbre,244317,1.0,7.0,0.0,5.0
1350,NOC Engineer,globallogic,363581,3.3070448732852826,12.01799581492676,0.0,6.0
1351,Associate Network Engineer,globallogic,287537,1.3,5.5,0.0,6.0
1352,Senior Engineer,globallogic,441053,2.2,6.2,0.0,8.0
1353,Senior Customer Service Executive,globallogic,300921,1.0,5.2,0.0,5.0
1354,Network Associate,globallogic,307376,1.5,5.5,0.0,4.0
1355,Junior Customer Service Executive,globallogic,774744,4.0,13.0,2.0,8.0
1356,Senior Technical Associate,globallogic,634424,4.3,8.5,4.0,9.0
1357,Sales Executive,globallogic,230123,1.5,3.6,0.0,3.0
1358,Senior Engineer,globallogic,346383,1.7,4.5,0.0,4.0
1359,Deputy Manager,globallogic,921026,5.0,12.5,3.0,8.0
1360,Area Sales Manager,virtusa-consulting-services,277357,3.3070448732852826,12.01799581492676,0.0,11.0
1361,Team Lead,virtusa-consulting-services,717817,3.0,11.0,1.0,8.0
1362,Senior Sales Executive,virtusa-consulting-services,1495421,8.6,22.4,7.0,15.0
1363,Sales Officer,virtusa-consulting-services,1178231,5.1,21.0,3.0,14.0
1364,AC Technician,virtusa-consulting-services,373226,2.0,6.2,4.0,11.0
1365,Area Manager,virtusa-consulting-services,318389,1.8,4.8,2.0,10.0
1366,Store Sales Executive,virtusa-consulting-services,366450,2.4,6.0,4.0,12.0
1367,Technical Trainee,virtusa-consulting-services,237157,3.3070448732852826,12.01799581492676,1.0,6.0
1368,Senior Engineer,virtusa-consulting-services,1268985,6.2,21.0,6.0,16.0
1369,Lead Engineer,virtusa-consulting-services,278790,1.2,4.1,2.0,10.0
1370,Assistant Technician,jbm-group,204797,3.3070448732852826,12.01799581492676,0.0,4.0
1371,Senior Software Engineer,jbm-group,1347427,6.0,18.6,2.0,10.0
1372,Senior Design Engineer,jbm-group,2038528,12.0,26.8,5.0,16.0
1373,Production Engineer,jbm-group,291563,2.0,4.1,2.0,6.0
1374,Section Manager,jbm-group,1494287,8.3,20.0,1.0,7.0
1375,Lead Software Engineer,jbm-group,1359425,4.5,17.0,3.0,12.0
1376,Technician,jbm-group,249036,1.2,3.5,1.0,5.0
1377,Sales Manager,jbm-group,1198114,7.4,15.0,4.0,12.0
1378,Coding Instructor,jbm-group,2065875,13.9,27.5,4.0,10.0
1379,Relationship Manager,jbm-group,388259,1.5,7.0,2.0,10.0
1380,Team Lead,dell,701955,2.5,14.0,0.0,12.0
1381,Concierge Executive,dell,505509,2.0,8.5,1.0,10.0
1382,Technical Support Engineer,dell,681624,3.5,8.5,4.0,10.0
1383,Technical Support Executive,dell,1045581,5.0,16.0,3.0,11.0
1384,Operations Manager,dell,532235,3.5,7.5,0.0,8.0
1385,Sales Team Leader,dell,475291,2.3,8.0,0.0,6.0
1386,Senior Sales Manager,dell,391021,2.0,6.0,0.0,5.0
1387,Officer,dell,838228,5.1,14.0,3.0,11.0
1388,Senior Officer,dell,1217226,8.6,15.0,2.0,13.0
1389,Research Associate,dell,959682,6.0,13.3,3.0,11.0
1390,Business Executive,ecom-express,350840,1.5,5.5,0.0,7.0
1391,Area Business Manager,ecom-express,491943,2.1,7.5,2.0,10.0
1392,Production Officer,ecom-express,417540,2.0,6.5,1.0,6.0
1393,Technician,ecom-express,391700,1.8,6.0,0.0,8.0
1394,QC Officer,ecom-express,736176,3.3,13.0,5.0,15.0
1395,Medical Representative,ecom-express,340685,1.8,5.0,1.0,6.0
1396,Regional Business Manager,ecom-express,353188,1.0,6.0,2.0,9.0
1397,Customer Executive,ecom-express,329637,2.1,4.4,2.0,5.0
1398,Senior Customer Executive,ecom-express,353925,2.0,5.4,0.0,6.0
1399,Area Sales Manager,ecom-express,1203702,7.0,16.5,9.0,19.0
1400,Sales Executive,state-bank-of-india,458300,2.1,6.7,0.0,14.0
1401,Quality Executive,state-bank-of-india,616528,2.4,9.4,5.0,14.0
1402,Executive Production,state-bank-of-india,1450893,2.4,27.0,4.0,17.0
1403,Executive Accountant,state-bank-of-india,365523,1.2,8.9,1.0,10.0
1404,Sales Officer,state-bank-of-india,355822,1.8,5.2,0.0,6.0
1405,Deputy Manager,state-bank-of-india,438858,2.6,6.6,1.0,8.0
1406,MIS Executive,state-bank-of-india,447043,1.8,6.5,2.0,13.0
1407,Production Associate,state-bank-of-india,443692,1.5,6.0,3.0,12.0
1408,Deputy Manager,state-bank-of-india,1028324,4.9,14.0,5.0,17.0
1409,Software Engineer,state-bank-of-india,341941,1.1,5.3,2.0,12.0
1410,Team Lead,bajaj-auto,739094,2.3,11.0,8.0,17.0
1411,Maintenance Engineer,bajaj-auto,2613831,14.9,32.4,8.0,20.0
1412,Maintenance Associate,bajaj-auto,951562,4.2,18.5,1.0,7.0
1413,Financial Analyst,bajaj-auto,981517,4.5,23.0,9.0,18.0
1414,Team Member,bajaj-auto,878301,5.5,11.5,8.0,14.0
1415,Senior Associate,bajaj-auto,904982,6.0,11.0,8.0,18.0
1416,Senior Engineer,bajaj-auto,839760,3.3070448732852826,12.01799581492676,1.0,9.0
1417,Officer,bajaj-auto,323544,3.3070448732852826,12.01799581492676,0.0,10.0
1418,Junior Officer,bajaj-auto,964794,3.6,16.0,3.0,11.0
1419,Chemist,bajaj-auto,1594761,7.4,22.5,8.0,17.0
1420,Senior Chemist,cholamandalam-investment-&-finance,300410,1.2,5.0,0.0,6.0
1421,Junior Engineer,cholamandalam-investment-&-finance,261078,1.0,3.9,0.0,4.0
1422,Junior Chemist,cholamandalam-investment-&-finance,300189,1.1,4.5,0.0,6.0
1423,Deputy Manager,cholamandalam-investment-&-finance,343831,2.0,4.9,2.0,7.0
1424,Research Associate,cholamandalam-investment-&-finance,295530,1.4,3.9,0.0,3.0
1425,Junior Executive,cholamandalam-investment-&-finance,261459,1.3,3.8,0.0,3.0
1426,QC Chemist,cholamandalam-investment-&-finance,1019041,5.0,14.1,10.0,16.0
1427,Claims Associate,cholamandalam-investment-&-finance,340539,2.0,5.6,0.0,5.0
1428,Senior Software Engineer,cholamandalam-investment-&-finance,397884,2.0,6.2,2.0,7.0
1429,Software Engineer,cholamandalam-investment-&-finance,289039,1.5,4.4,0.0,5.0
1430,Senior Claims Associate,swiggy,311537,1.6,5.1,0.0,7.0
1431,Software Developer,swiggy,1817738,4.2,29.3,3.0,12.0
1432,Data Analyst,swiggy,1159947,3.1,25.0,0.0,8.0
1433,Quality Analyst,swiggy,403287,2.0,5.7,3.0,8.0
1434,Process Associate,swiggy,880867,3.0,18.2,2.0,8.0
1435,Appeals Analyst,swiggy,1235947,2.3,29.0,2.0,9.0
1436,Softwaretest Engineer,swiggy,542431,2.1,10.2,3.0,10.0
1437,Facility Manager,swiggy,295820,1.4,4.0,1.0,5.0
1438,Facility Executive,swiggy,310813,1.4,4.6,1.0,5.0
1439,Assistant Facility Manager,swiggy,524900,2.6,9.6,2.0,5.0
1440,Junior Engineer,equitas-small-finance-bank,738668,3.5,12.7,7.0,17.0
1441,Shift Engineer,equitas-small-finance-bank,353796,1.8,4.6,4.0,12.0
1442,Supervisor,equitas-small-finance-bank,539353,2.7,8.1,7.0,16.0
1443,Technical Supervisor,equitas-small-finance-bank,236266,1.2,3.3,0.0,6.0
1444,Front Office Executive,equitas-small-finance-bank,369364,2.0,6.0,4.0,9.0
1445,Hospital Manager,equitas-small-finance-bank,247786,3.3070448732852826,12.01799581492676,1.0,9.0
1446,Housekeeping Supervisor,equitas-small-finance-bank,311939,1.6,4.1,0.0,9.0
1447,Processing Executive,equitas-small-finance-bank,288857,1.4,4.0,1.0,7.0
1448,Branch Relationship Executive,equitas-small-finance-bank,576259,3.6,9.0,5.0,15.0
1449,Sales Executive,equitas-small-finance-bank,262366,3.3070448732852826,12.01799581492676,3.0,10.0
1450,Team Lead,viatris,293848,2.2,3.8,0.0,5.0
1451,Relationship Executive,viatris,216173,1.0,4.8,0.0,5.0
1452,MIS Executive,viatris,230381,1.0,11.1,0.0,7.0
1453,Talent Advisor,viatris,549951,1.5,12.1,2.0,10.0
1454,Senior Software Engineer,viatris,238723,1.2,5.1,0.0,5.0
1455,Information Technology Recruiter,viatris,268640,1.2,5.1,1.0,7.0
1456,Software Engineer,viatris,742729,3.6,12.1,2.0,8.0
1457,Senior Analyst,viatris,1390136,5.3,26.0,3.0,8.0
1458,Assistant Vice President,viatris,396208,2.4,7.1,0.0,5.0
1459,Analyst,viatris,528250,2.5,11.5,1.0,5.0
1460,Financial Analyst,samvardhana-motherson-group,853408,2.3,21.0,0.0,13.0
1461,Process Supervisor,samvardhana-motherson-group,3124702,9.0,46.0,7.0,20.0
1462,Associate Vice President,samvardhana-motherson-group,590787,1.8,14.7,0.0,9.0
1463,Team Manager,samvardhana-motherson-group,495200,1.5,11.1,0.0,7.0
1464,Sales Manager,samvardhana-motherson-group,713303,3.0,11.0,4.0,11.0
1465,AVP,samvardhana-motherson-group,3236241,12.5,45.0,9.0,17.0
1466,Senior Financial Analyst,samvardhana-motherson-group,1258963,6.0,22.0,7.0,15.0
1467,Territory Business Manager,samvardhana-motherson-group,596091,2.8,8.5,0.0,9.0
1468,Therapy Business Manager,samvardhana-motherson-group,3308785,12.5,52.0,9.0,18.0
1469,Key Account Manager,samvardhana-motherson-group,849376,3.1,18.0,3.0,8.0
1470,Area Business Manager,kec-international,507879,2.0,9.5,0.0,13.0
1471,Medical Representative,kec-international,591615,2.7,8.8,1.0,13.0
1472,Territory Sales Manager,kec-international,694578,3.0,12.5,4.0,15.0
1473,Territory Manager,kec-international,1062658,4.0,20.0,10.0,20.0
1474,Sales Executive,kec-international,406679,1.5,7.2,0.0,10.0
1475,Area Sales Manager,kec-international,769091,1.8,14.0,3.0,13.0
1476,Zonal Business Manager,kec-international,610061,3.0,9.6,3.0,14.0
1477,Officer,kec-international,370147,1.5,7.0,0.0,9.0
1478,Senior Officer,kec-international,1488626,5.0,24.0,12.0,20.0
